longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-121.47,39.51,19,3720,636,1304,607,2.6921,97500,INLAND
-122.34,37.95,39,1986,427,1041,385,3.2333,135100,NEAR BAY
-122.33,38.0,35,3779,711,2493,679,2.9781,109000,NEAR BAY
-121.93,37.72,26,2806,459,1453,444,4.9107,213800,<1H OCEAN
-122.28,37.84,52,2153,481,1168,441,1.9615,115200,NEAR BAY
-122.05,37.94,22,4162,1194,1804,1185,2.5459,179300,NEAR BAY
-121.99,37.56,20,6462,1294,3288,1235,4.3393,231200,<1H OCEAN
-122.23,37.85,52,2800,411,1061,403,6.3434,373600,NEAR BAY
-119.85,36.83,11,2497,427,1101,405,4.8036,141600,INLAND
-121.55,39.45,18,2278,523,1185,475,1.3611,60600,INLAND
-122.27,37.83,48,1798,432,987,374,1.0972,104500,NEAR BAY
-124.17,41.76,20,2673,538,1282,514,2.4605,105900,NEAR OCEAN
-121.24,39.65,35,632,148,221,102,2.3684,62500,INLAND
-119.67,36.83,3,2029,336,1003,340,4.4356,111300,INLAND
-120.51,36.86,21,1779,399,1446,371,2.4414,71900,INLAND
-119.8,36.73,45,925,231,797,228,1.7011,44800,INLAND
-122.05,37.95,27,3513,791,1875,694,3.1838,182000,NEAR BAY
-122.29,37.76,18,2873,763,1243,663,5.1702,265400,NEAR BAY
-122.0,37.98,31,2030,337,867,341,5.0915,193200,INLAND
-121.52,39.49,30,1217,238,677,233,2.6563,63600,INLAND
-121.96,37.53,28,2949,529,1538,545,4.9615,228000,<1H OCEAN
-122.27,37.77,52,2388,559,1121,518,3.3269,234500,NEAR BAY
-120.67,38.19,17,2967,611,1387,564,2.0417,92600,INLAND
-119.77,36.76,43,1623,294,781,272,1.869,56000,INLAND
-119.73,36.75,39,1745,321,901,303,3.1719,67900,INLAND
-122.13,37.71,44,1613,339,776,346,3.1103,188900,NEAR BAY
-121.76,37.68,32,1078,207,555,197,3.1856,186900,INLAND
-121.94,37.75,17,2559,370,1238,377,6.2781,269800,<1H OCEAN
-122.21,37.78,52,1477,300,1065,269,1.8472,137000,NEAR BAY
-121.88,37.67,16,4070,624,1543,577,6.5214,311500,INLAND
-120.34,38.25,17,5497,1056,997,408,2.9821,111500,INLAND
-122.19,37.73,45,1528,291,801,287,1.2625,84700,NEAR BAY
-122.04,37.96,20,1143,346,578,298,2.2411,151800,NEAR BAY
-122.07,38.0,37,978,202,462,184,3.625,156300,NEAR BAY
-121.94,37.94,26,1299,174,533,180,6.2296,291700,INLAND
-120.99,38.67,8,4913,744,2005,723,5.4413,187900,INLAND
-119.99,38.94,24,1216,289,421,185,3.1625,103600,INLAND
-119.63,36.76,22,4126,614,1795,613,4.925,154700,INLAND
-119.74,36.74,39,4893,1210,4749,1067,1.2065,55600,INLAND
-121.92,37.48,23,4314,676,1972,623,5.3813,264400,<1H OCEAN
-121.81,39.7,21,5051,1054,2948,980,1.5863,81300,INLAND
-122.12,37.75,28,794,111,329,109,7.6923,329800,NEAR BAY
-122.27,37.9,52,2079,273,684,275,7.9556,374400,NEAR BAY
-121.91,37.69,23,2179,308,926,299,5.9345,259600,<1H OCEAN
-122.11,37.88,37,4005,614,1602,606,6.4666,348200,NEAR BAY
-122.27,37.84,52,1503,298,690,275,2.6033,162900,NEAR BAY
-121.92,38.03,16,2176,464,1410,434,3.5436,100200,INLAND
-122.07,37.93,45,1544,244,614,238,5.0255,226000,NEAR BAY
-122.09,37.7,31,2053,336,867,329,4.3375,241800,NEAR BAY
-122.28,37.87,46,1777,446,805,431,2.8676,212000,NEAR BAY
-121.76,37.68,52,2157,418,929,419,3.7301,204400,INLAND
-121.92,37.49,10,7441,1588,3571,1466,5.1643,193100,<1H OCEAN
-122.09,37.95,32,1339,209,601,209,6.0265,247900,NEAR BAY
-120.0,36.7,33,1902,370,1168,358,2.6852,70800,INLAND
-120.79,38.43,40,1391,246,546,214,3.9107,129800,INLAND
-122.13,37.87,18,1820,220,728,229,10.3713,426100,NEAR BAY
-121.54,39.6,15,886,204,576,205,2.1467,84100,INLAND
-120.22,36.49,14,1508,347,1679,345,2.4786,56000,INLAND
-122.28,37.82,52,1238,288,622,259,1.5057,87500,NEAR BAY
-122.31,37.92,43,2116,407,900,361,4.1587,212200,NEAR BAY
-122.09,37.98,14,5381,871,2296,872,5.6875,211000,NEAR BAY
-122.24,37.85,52,1467,190,496,177,7.2574,352100,NEAR BAY
-121.93,37.73,23,2564,347,1043,351,6.2048,275000,<1H OCEAN
-119.85,36.78,8,3096,684,1454,545,2.7857,79700,INLAND
-122.18,37.9,36,4760,610,1511,572,9.0064,500001,NEAR BAY
-122.04,37.96,16,2913,723,1705,693,2.9097,106300,NEAR BAY
-121.55,39.51,39,1551,353,684,310,2.0357,57600,INLAND
-119.76,36.83,17,3690,628,1888,601,4.0196,84200,INLAND
-121.93,37.74,16,3326,419,1272,402,6.8806,343500,<1H OCEAN
-122.03,37.86,29,3025,477,1035,452,6.112,390600,NEAR BAY
-122.21,37.76,52,1420,314,1085,300,1.7546,80600,NEAR BAY
-122.25,37.79,52,1339,391,1086,363,2.181,138800,NEAR BAY
-122.29,37.98,27,2133,347,850,350,5.1046,209800,NEAR BAY
-122.07,37.64,22,5861,1516,5436,1463,2.5158,134900,NEAR BAY
-122.28,37.87,46,3022,696,1293,675,2.543,220700,NEAR BAY
-121.82,38.01,47,1265,254,587,247,2.6364,93500,INLAND
-122.27,37.86,52,2307,583,1127,548,1.8447,198200,NEAR BAY
-119.69,36.82,17,1897,433,1207,384,1.8021,55900,INLAND
-120.65,38.28,21,3095,681,1341,546,2.1382,104000,INLAND
-121.92,38.02,16,1840,355,1288,338,4.2067,125000,INLAND
-119.86,36.82,12,1488,253,675,223,4.7622,89300,INLAND
-120.69,36.84,18,902,195,771,174,2.2083,55000,INLAND
-122.21,37.79,47,1543,307,859,292,2.9583,138800,NEAR BAY
-121.88,38.03,52,1225,250,725,231,2.0,101400,INLAND
-119.79,36.74,35,853,296,1228,289,1.0513,39600,INLAND
-122.24,37.73,21,7031,1249,2930,1235,4.5213,228400,NEAR BAY
-119.77,36.73,45,1081,241,821,230,1.7829,52600,INLAND
-122.02,37.95,25,1205,260,608,272,2.4519,208300,NEAR BAY
-122.29,37.9,52,2657,500,1131,489,4.4286,234900,NEAR BAY
-122.0,37.55,27,6103,1249,3026,1134,4.1591,332400,<1H OCEAN
-122.26,37.84,52,696,191,345,174,2.6736,191300,NEAR BAY
-121.96,37.51,22,5811,1125,3215,1086,4.4107,223500,<1H OCEAN
-121.77,37.74,25,494,81,254,85,9.1531,418800,INLAND
-120.88,38.32,18,2791,492,1187,438,3.2589,103000,INLAND
-119.49,36.58,21,2106,410,867,380,1.9913,95300,INLAND
-121.9,38.0,14,1930,363,990,322,4.1094,162200,INLAND
-122.07,37.58,16,1644,251,1033,267,6.5116,244300,NEAR BAY
-122.24,37.79,27,1632,492,1171,429,2.3173,125000,NEAR BAY
-122.28,37.85,52,2246,472,1005,449,2.4167,152700,NEAR BAY
-119.81,36.78,35,1012,245,633,240,2.0324,55500,INLAND
-121.86,39.78,12,7653,1578,3628,1494,3.0905,117800,INLAND
-122.11,37.71,36,4569,824,1950,819,4.65,206800,NEAR BAY
-122.2,37.8,52,1547,293,706,268,4.7721,217100,NEAR BAY
-122.04,37.89,33,2423,322,998,346,7.5349,349100,NEAR BAY
-122.33,37.94,44,1769,332,828,309,4.0526,150800,NEAR BAY
-122.32,37.93,40,1141,213,434,196,3.9464,186900,NEAR BAY
-122.07,37.69,31,5914,1309,2999,1295,3.0964,190500,NEAR BAY
-122.22,37.81,52,2024,339,756,340,4.072,270100,NEAR BAY
-122.27,37.9,52,2041,270,671,253,6.9414,417500,NEAR BAY
-122.35,37.96,29,1899,524,1357,443,1.875,97200,NEAR BAY
-122.24,37.76,52,2646,581,1128,522,3.0718,266700,NEAR BAY
-122.23,37.79,30,999,264,1011,263,1.8854,137500,NEAR BAY
-122.15,37.73,28,2215,587,830,573,2.1898,141700,NEAR BAY
-122.08,37.97,9,2643,439,1105,467,6.6579,245200,NEAR BAY
-122.15,37.73,52,1028,129,317,143,4.9135,275000,NEAR BAY
-120.0,38.92,17,1106,207,466,180,3.3295,126600,INLAND
-120.95,38.69,10,3421,563,1689,545,5.2032,217100,INLAND
-122.18,37.88,36,542,119,231,121,4.9,354200,NEAR BAY
-121.88,38.01,9,5329,1284,2827,1202,2.7374,150000,INLAND
-120.35,36.16,18,1519,296,846,272,2.7792,85300,INLAND
-122.25,37.84,52,3104,687,1157,647,3.12,241400,NEAR BAY
-122.01,37.95,8,3866,539,1555,513,6.0901,298200,NEAR BAY
-119.71,36.82,12,2144,568,1320,566,2.3381,112500,INLAND
-122.2,38.04,31,3029,500,1236,487,5.6022,197000,NEAR BAY
-120.84,38.63,12,1313,231,731,232,5.7373,208300,INLAND
-122.18,37.76,49,2308,452,1299,451,1.8407,96700,NEAR BAY
-119.46,36.6,18,1404,226,754,229,3.9844,118100,INLAND
-120.88,38.45,25,1374,297,657,288,2.5476,97900,INLAND
-119.73,36.72,15,2246,456,1190,403,2.0294,70400,INLAND
-119.54,36.7,20,1815,375,1665,357,2.2448,58900,INLAND
-122.08,37.88,24,2059,462,410,294,2.3971,99400,NEAR BAY
-122.22,37.88,20,95,13,31,15,2.4444,475000,NEAR BAY
-119.5,36.62,34,1440,267,1018,265,2.2206,63400,INLAND
-122.41,37.94,52,154,33,89,38,3.2875,275000,NEAR BAY
-120.34,38.23,10,3757,722,546,223,3.75,121400,INLAND
-122.08,37.63,31,767,171,548,185,3.7614,176000,NEAR BAY
-122.14,37.9,32,5738,746,2099,732,10.3224,500001,NEAR BAY
-120.72,38.57,8,892,185,427,164,2.6833,118800,INLAND
-122.21,37.77,52,745,153,473,149,2.6765,88800,NEAR BAY
-121.98,37.8,17,3354,422,1457,425,7.6473,345800,<1H OCEAN
-121.84,39.76,14,2351,620,1215,548,2.3155,102300,INLAND
-122.04,37.62,35,657,118,328,134,3.8125,204200,NEAR BAY
-122.03,37.61,33,1518,302,831,268,5.097,188600,NEAR BAY
-122.0,37.95,9,2214,256,848,239,6.8145,339200,INLAND
-122.17,37.69,24,2262,391,1125,366,4.7609,212600,NEAR BAY
-119.7,36.75,11,3626,779,1819,731,2.4956,87500,INLAND
-122.23,37.84,50,2515,399,970,373,5.8596,327600,NEAR BAY
-119.81,36.85,17,2340,370,1174,396,4.2304,94400,INLAND
-122.21,37.77,52,591,173,353,137,4.0904,80600,NEAR BAY
-121.94,38.03,27,1654,478,1141,420,1.4871,87100,INLAND
-122.26,37.81,29,335,107,202,91,2.0062,125000,NEAR BAY
-122.14,37.75,36,690,105,299,109,4.0313,195500,NEAR BAY
-122.14,37.71,18,3905,1007,2197,1044,3.6932,166800,NEAR BAY
-121.77,38.01,13,2983,534,1417,510,3.9861,168100,INLAND
-121.77,37.99,4,5623,780,2429,716,5.4409,205100,INLAND
-121.72,37.98,5,7105,1143,3523,1088,5.0468,168800,INLAND
-119.68,36.83,11,2455,344,1110,339,6.1133,120000,INLAND
-119.76,36.78,30,6117,1330,2768,1224,2.1383,78800,INLAND
-119.76,36.79,26,3654,837,1976,830,2.1544,72800,INLAND
-122.34,37.95,38,1340,298,766,241,3.2833,111700,NEAR BAY
-122.28,37.85,52,610,145,281,132,2.9018,119400,NEAR BAY
-122.33,37.93,27,2158,424,1220,442,3.0156,111500,NEAR BAY
-122.16,37.75,44,617,131,378,135,2.5568,111100,NEAR BAY
-119.68,36.77,21,1260,182,583,205,6.0132,150800,INLAND
-122.12,37.7,17,2488,617,1287,538,2.9922,179900,NEAR BAY
-119.69,36.79,13,1736,313,993,314,3.7697,83600,INLAND
-119.79,36.73,52,112,28,193,40,1.975,47500,INLAND
-122.27,37.78,45,1169,263,723,286,3.9444,212900,NEAR BAY
-122.18,37.74,42,541,154,380,123,2.3456,83500,NEAR BAY
-121.87,38.0,17,2713,442,1475,415,4.8542,144100,INLAND
-122.11,38.01,39,1313,306,575,231,3.1711,116100,NEAR BAY
-119.63,36.7,42,1338,215,617,222,3.0833,133300,INLAND
-122.05,37.63,5,3785,936,2240,792,3.2829,162500,NEAR BAY
-119.63,36.64,33,1036,181,620,174,3.4107,110400,INLAND
-122.27,37.9,52,1803,240,572,236,6.174,358800,NEAR BAY
-122.27,37.83,49,1215,282,570,264,1.4861,97200,NEAR BAY
-122.28,37.99,28,3801,622,1654,571,4.375,193300,NEAR BAY
-122.02,37.98,40,1797,401,756,369,2.8456,165500,NEAR BAY
-122.35,37.98,34,3756,726,2237,686,3.7562,132900,NEAR BAY
-122.22,37.78,50,1776,473,1807,440,1.7276,102300,NEAR BAY
-121.58,39.83,16,4591,904,1904,812,2.2419,93200,INLAND
-122.16,37.79,22,12842,2048,4985,1967,5.9849,371000,NEAR BAY
-121.7,37.93,19,2005,405,972,403,2.2216,156700,INLAND
-122.28,37.82,52,1489,335,728,244,0.8172,85300,NEAR BAY
-119.75,36.73,39,2290,539,1685,536,1.6325,52100,INLAND
-121.9,38.02,5,1560,369,1037,372,3.6154,181800,INLAND
-122.09,38.0,6,10191,1882,4377,1789,5.2015,204200,NEAR BAY
-122.27,37.81,52,210,56,183,56,1.1667,112500,NEAR BAY
-122.33,37.98,32,1967,348,1144,364,4.4135,150100,NEAR BAY
-121.61,39.77,25,1612,313,837,303,2.963,89500,INLAND
-119.71,36.73,19,3972,585,1586,560,5.2608,151400,INLAND
-122.06,37.7,37,1893,310,821,315,4.6005,231600,NEAR BAY
-119.81,36.83,19,6789,1200,2325,1109,4.049,126000,INLAND
-122.01,37.98,29,2001,373,956,370,4.317,194000,NEAR BAY
-121.98,37.82,18,9117,1248,3280,1167,8.003,351300,<1H OCEAN
-122.29,37.78,42,1241,309,821,300,1.9427,102200,NEAR BAY
-119.81,36.73,47,1314,416,1155,326,1.372,49600,INLAND
-122.34,37.99,42,1531,326,1271,377,2.6167,85100,NEAR BAY
-122.32,37.94,47,1911,283,697,275,6.2712,267700,NEAR BAY
-122.28,37.85,48,2063,484,1054,466,2.2625,132900,NEAR BAY
-122.27,37.91,47,1930,315,692,296,6.3669,315500,NEAR BAY
-121.09,38.68,15,5218,711,1949,659,4.7083,213300,INLAND
-122.17,37.76,38,1764,397,987,354,2.4333,98200,NEAR BAY
-122.18,37.75,46,941,218,621,195,1.325,87100,NEAR BAY
-119.74,36.77,30,2427,482,1375,518,2.5737,76900,INLAND
-122.07,37.99,28,3310,574,1811,597,4.5401,166900,NEAR BAY
-119.73,36.52,20,1741,331,1466,289,2.5921,94200,INLAND
-121.97,37.53,35,2277,420,1353,413,4.75,197000,<1H OCEAN
-122.41,37.98,36,60,15,42,25,1.4583,67500,NEAR BAY
-122.35,37.96,36,2191,531,1563,524,2.5164,114200,NEAR BAY
-122.26,37.84,49,713,202,462,189,1.025,118800,NEAR BAY
-122.0,37.96,32,3364,666,1980,678,3.7,179000,INLAND
-121.9,37.67,7,9540,1294,3926,1229,7.4353,389800,<1H OCEAN
-121.89,38.01,28,3639,751,2362,641,3.0042,103900,INLAND
-119.79,36.78,41,2227,462,1129,415,2.319,59100,INLAND
-122.25,37.81,29,4656,1414,2304,1250,2.4912,257800,NEAR BAY
-121.75,37.68,35,1755,299,702,263,5.2443,183400,INLAND
-122.18,37.78,50,1642,322,713,284,3.2984,160700,NEAR BAY
-122.14,38.03,42,118,34,54,30,2.5795,225000,NEAR BAY
-119.56,36.51,37,1018,213,663,204,1.6635,67000,INLAND
-122.17,37.88,33,3626,502,1348,480,7.6107,423200,NEAR BAY
-119.67,36.8,9,3712,508,1632,474,6.011,163100,INLAND
-122.28,37.77,27,3997,1073,1901,966,3.75,242800,NEAR BAY
-119.41,36.68,18,1802,332,945,292,3.4044,115300,INLAND
-122.14,37.68,31,3184,716,1561,628,2.7955,183100,NEAR BAY
-119.87,36.83,4,4833,784,2088,789,5.1781,122500,INLAND
-122.27,37.97,10,15259,2275,7266,2338,6.0666,272400,NEAR BAY
-122.28,37.81,17,1237,462,762,439,0.9241,177500,NEAR BAY
-122.11,37.66,29,2544,643,2332,603,3.2091,150000,NEAR BAY
-122.17,37.71,38,890,200,481,198,3.244,179800,NEAR BAY
-119.59,36.64,27,823,171,798,200,3.0521,113800,INLAND
-119.69,36.79,15,2524,451,1207,424,2.7404,76300,INLAND
-121.55,39.5,26,3215,827,2041,737,1.0585,45100,INLAND
-119.8,36.76,52,2224,418,832,406,2.3952,78400,INLAND
-122.13,37.73,33,1996,268,686,270,6.9096,341800,NEAR BAY
-119.79,36.78,38,1912,456,1131,408,2.03,58800,INLAND
-122.17,39.31,35,2791,552,1395,476,2.5625,62700,INLAND
-122.26,37.98,28,2038,329,947,349,5.1178,198000,NEAR BAY
-122.26,37.89,52,3078,494,1005,462,6.381,342200,NEAR BAY
-122.25,37.86,52,1389,191,514,202,7.0897,446200,NEAR BAY
-121.83,37.99,23,1150,174,572,174,4.9167,152400,INLAND
-122.31,37.92,38,1250,236,631,279,3.724,220100,NEAR BAY
-122.32,37.95,37,1887,353,895,359,4.45,196600,NEAR BAY
-119.78,36.83,18,4164,741,1817,681,4.2153,95200,INLAND
-122.05,37.9,32,4498,862,1818,851,4.8088,321200,NEAR BAY
-122.13,37.69,34,1131,278,560,237,2.875,161700,NEAR BAY
-122.28,37.81,36,2914,562,1236,509,2.4464,102100,NEAR BAY
-120.98,38.67,13,3432,516,1286,470,5.584,186600,INLAND
-119.83,36.79,35,1872,363,1054,369,3.3272,65600,INLAND
-121.49,39.49,20,2505,468,1174,429,2.9965,88900,INLAND
-121.83,38.0,8,2572,738,1384,684,1.7161,75800,INLAND
-122.27,37.8,10,105,42,125,39,0.9722,137500,NEAR BAY
-122.25,38.05,30,1255,297,779,307,1.6767,147700,NEAR BAY
-122.14,37.73,51,2619,403,922,393,4.6042,251900,NEAR BAY
-122.05,37.97,16,60,10,65,19,6.1359,250000,NEAR BAY
-122.29,37.87,46,1267,324,792,321,2.525,165900,NEAR BAY
-119.61,36.59,10,2842,620,1443,576,2.2727,92700,INLAND
-122.09,39.13,28,4169,895,2587,810,2.331,65500,INLAND
-119.79,36.79,33,3433,785,1806,783,1.9386,67500,INLAND
-119.78,36.86,10,2902,363,1200,363,8.3608,187300,INLAND
-122.02,37.6,32,1295,280,1156,300,3.5,154300,NEAR BAY
-122.27,37.74,28,6909,1554,2974,1484,3.6875,353900,NEAR BAY
-122.29,37.88,48,2365,490,1034,475,3.1065,229200,NEAR BAY
-122.18,37.74,35,504,126,323,109,1.8438,90500,NEAR BAY
-119.59,36.72,18,1284,193,621,190,4.5375,130600,INLAND
-121.68,37.98,19,3388,599,1707,575,3.6411,162800,INLAND
-122.18,37.75,45,330,76,282,80,4.0469,80700,NEAR BAY
-122.16,37.86,36,3359,493,1298,483,8.1586,404300,NEAR BAY
-120.04,36.79,48,1341,239,671,208,2.7917,82800,INLAND
-119.63,36.6,33,1589,294,1102,307,1.9676,62400,INLAND
-119.75,36.76,29,2077,524,1887,489,1.4107,59800,INLAND
-119.55,36.71,32,1963,508,2052,518,1.9076,55800,INLAND
-122.01,37.56,24,2563,485,1174,501,3.8179,216100,NEAR BAY
-122.04,37.96,27,2587,729,1500,623,1.837,175000,NEAR BAY
-120.36,38.21,10,4300,845,1480,609,2.8208,139900,INLAND
-122.24,37.85,37,334,54,98,47,4.9643,335000,NEAR BAY
-119.55,36.52,31,1986,417,1042,422,3.0294,70200,INLAND
-121.64,37.85,22,1999,415,967,320,4.4583,253900,INLAND
-122.3,37.81,52,1010,209,604,187,1.1667,78400,NEAR BAY
-121.75,39.4,29,1687,327,864,334,2.4943,81900,INLAND
-121.88,37.64,20,1309,184,514,172,10.9506,475800,INLAND
-121.36,39.52,15,2490,527,1229,497,2.3917,85700,INLAND
-119.44,36.6,5,2353,608,2505,573,2.2863,69200,INLAND
-119.73,36.68,32,755,205,681,207,1.7986,49300,INLAND
-119.84,36.83,17,3012,408,987,362,7.4201,229700,INLAND
-121.98,37.96,12,5048,1122,2209,1014,3.1573,126700,INLAND
-122.36,37.92,52,215,41,126,43,1.3929,104200,NEAR BAY
-119.84,36.8,16,2849,506,1508,478,3.4074,72700,INLAND
-121.99,37.54,28,3046,507,1772,516,5.3283,227900,<1H OCEAN
-119.85,36.43,23,1824,354,1146,362,2.8913,60900,INLAND
-122.28,37.85,41,535,123,317,119,2.4038,107500,NEAR BAY
-122.19,37.76,45,995,238,630,237,1.925,74100,NEAR BAY
-122.27,37.77,52,2252,388,1033,434,5.5337,372000,NEAR BAY
-122.1,37.7,25,2973,622,1413,595,4.3819,209200,NEAR BAY
-119.77,36.78,36,3616,779,1994,786,2.5434,67300,INLAND
-119.79,36.8,27,2462,484,852,449,3.32,124700,INLAND
-121.78,39.71,8,140,28,84,29,2.125,179200,INLAND
-119.81,36.8,38,2252,325,777,314,6.1575,160100,INLAND
-119.75,36.76,32,2072,497,2002,470,1.3278,44500,INLAND
-122.25,37.86,52,1709,318,719,295,5.0463,456300,NEAR BAY
-121.97,37.96,28,1433,290,877,313,4.7891,184800,INLAND
-122.26,37.82,40,624,195,423,160,0.9506,187500,NEAR BAY
-119.76,36.76,23,3800,1003,3786,917,1.4766,50600,INLAND
-122.27,37.82,43,1868,456,1061,407,1.5045,93800,NEAR BAY
-119.85,36.81,15,1743,310,1011,325,3.755,68000,INLAND
-122.22,37.84,50,2935,473,1031,479,7.5,295200,NEAR BAY
-121.79,39.48,39,1105,180,408,166,3.3929,82100,INLAND
-122.09,37.65,35,1184,200,572,194,4.7143,193800,NEAR BAY
-121.6,39.79,18,2672,533,1151,532,2.567,102900,INLAND
-121.91,37.47,13,5377,744,2759,760,6.868,337300,<1H OCEAN
-120.95,38.79,12,3247,579,1459,517,4.3981,202800,INLAND
-122.37,37.95,32,1298,363,716,268,0.9797,76400,NEAR BAY
-121.97,37.64,32,1283,194,485,171,6.0574,431000,<1H OCEAN
-119.56,36.51,9,3860,809,2157,770,2.5033,70100,INLAND
-119.79,36.84,22,1529,375,1543,395,1.7926,51700,INLAND
-122.25,37.87,41,685,141,266,123,5.2289,384600,NEAR BAY
-122.11,38.01,41,1345,272,718,283,3.3831,129400,NEAR BAY
-120.46,36.87,20,1287,310,954,269,1.3386,63000,INLAND
-122.11,38.0,9,3424,583,1460,543,5.76,212600,NEAR BAY
-119.87,36.54,34,1370,287,818,269,2.4044,72500,INLAND
-122.26,37.8,36,5329,2477,3469,2323,2.0096,130000,NEAR BAY
-121.55,39.51,50,1050,288,485,260,1.1607,51700,INLAND
-119.71,36.77,11,5112,1384,2487,1243,2.1461,75900,INLAND
-121.76,37.67,6,3023,518,1225,468,6.3705,350000,INLAND
-122.25,37.81,52,1758,460,686,422,3.1691,259400,NEAR BAY
-122.25,37.8,36,1678,606,1645,543,2.2303,116700,NEAR BAY
-122.27,37.86,49,2052,435,924,414,2.5417,182700,NEAR BAY
-122.26,38.03,25,2239,361,928,353,4.4474,203700,NEAR BAY
-119.69,36.75,13,2343,409,1347,405,4.0027,93100,INLAND
-119.63,36.58,22,1794,435,1127,359,1.2647,55300,INLAND
-121.6,39.83,12,3744,699,1532,660,2.3079,95300,INLAND
-122.3,37.92,32,3943,605,1524,614,6.0677,321600,NEAR BAY
-122.3,37.88,52,409,97,208,98,1.6971,138800,NEAR BAY
-119.83,36.71,43,355,81,233,75,2.4167,73900,INLAND
-119.44,36.59,28,1343,330,1331,305,1.516,56700,INLAND
-120.55,38.07,27,1199,224,463,199,2.9063,92200,INLAND
-122.36,37.96,39,246,57,316,52,0.716,104200,NEAR BAY
-122.36,37.95,38,1066,248,729,286,1.5139,81700,NEAR BAY
-119.45,36.6,42,510,88,247,99,2.5,73000,INLAND
-122.04,37.57,12,5719,1064,3436,1057,5.2879,231200,NEAR BAY
-122.07,37.94,30,1260,276,707,221,2.892,220800,NEAR BAY
-122.26,37.8,20,2373,779,1659,676,1.6929,115000,NEAR BAY
-122.3,37.89,46,1520,402,815,375,2.8036,211600,NEAR BAY
-121.54,39.48,29,2896,596,1809,617,1.8047,53800,INLAND
-121.68,37.93,44,1014,225,704,238,1.6554,119400,INLAND
-122.09,37.68,41,1834,463,1105,467,2.8322,170300,NEAR BAY
-120.03,38.89,15,3042,588,918,336,3.8333,118800,INLAND
-119.8,36.71,29,1541,291,1007,313,2.0043,53500,INLAND
-122.26,38.04,41,2512,539,1179,480,2.694,123000,NEAR BAY
-120.96,38.66,11,2339,436,1062,380,3.9036,180800,INLAND
-122.12,38.0,20,6992,1404,3221,1334,4.2042,166400,NEAR BAY
-121.58,39.52,25,2409,490,1384,479,1.9956,58000,INLAND
-122.08,37.61,26,2261,443,1039,395,3.7931,203900,NEAR BAY
-121.99,37.83,16,2939,380,1177,396,8.0839,372000,<1H OCEAN
-122.21,37.78,43,1702,460,1227,407,1.7188,126800,NEAR BAY
-119.61,36.56,34,1911,497,1886,481,1.625,53000,INLAND
-122.04,37.58,14,14917,2708,8012,2606,5.6277,269800,NEAR BAY
-123.92,41.54,22,2920,636,1382,499,2.0202,71100,NEAR OCEAN
-122.29,37.81,50,760,190,377,122,0.9011,86100,NEAR BAY
-119.8,36.78,50,1818,374,737,338,2.2614,73000,INLAND
-122.29,37.88,50,1211,261,523,227,3.8672,216700,NEAR BAY
-121.94,37.73,22,6719,1068,2843,994,6.1265,260300,<1H OCEAN
-121.98,37.74,8,2865,389,1376,417,7.9393,399300,<1H OCEAN
-122.33,37.92,26,3887,779,2512,740,2.2301,122400,NEAR BAY
-122.11,37.66,35,2843,652,1726,643,3.09,174100,NEAR BAY
-121.01,38.73,7,6322,1046,2957,1024,4.7276,197500,INLAND
-122.24,37.75,27,4051,753,1499,797,4.8711,286600,NEAR BAY
-121.67,39.37,27,2599,502,1241,502,1.9943,86300,INLAND
-121.89,37.69,4,6159,1510,2649,1241,3.62,139300,<1H OCEAN
-121.88,37.67,25,2244,301,937,324,6.4524,296900,INLAND
-121.99,37.97,30,3320,589,1470,543,4.6071,184100,INLAND
-122.16,37.73,49,1699,408,768,385,2.8301,171600,NEAR BAY
-119.86,36.81,4,4530,1070,1804,837,3.3942,72100,INLAND
-122.2,37.76,37,2680,736,1925,667,1.4097,84600,NEAR BAY
-119.7,36.8,31,1746,321,1186,360,2.6932,66400,INLAND
-122.11,37.99,16,3913,710,1782,676,5.1297,206700,NEAR BAY
-122.26,37.83,52,1443,311,660,292,3.0125,184400,NEAR BAY
-119.85,36.82,15,1387,236,638,195,5.5842,88900,INLAND
-119.28,37.11,34,1901,394,171,73,3.0729,144600,INLAND
-122.08,37.66,33,1547,372,1063,356,2.5625,154300,NEAR BAY
-119.69,36.85,20,2655,432,1081,379,4.5398,143100,INLAND
-122.28,37.88,52,1844,332,769,334,4.2614,261300,NEAR BAY
-122.09,37.89,35,880,139,352,132,6.8686,406500,NEAR BAY
-122.07,37.57,8,8647,1407,5019,1379,6.5615,318300,NEAR BAY
-121.89,38.01,30,4114,743,1994,722,4.2227,134400,INLAND
-122.07,37.67,28,2932,739,1198,624,3.2417,210800,NEAR BAY
-122.28,37.9,52,2318,328,779,312,7.1754,362900,NEAR BAY
-122.06,37.85,17,7475,1556,2092,1449,3.6437,186500,NEAR BAY
-120.08,36.72,22,1339,251,820,276,3.6,83200,INLAND
-122.25,37.82,32,3809,1098,1806,1022,2.6429,218500,NEAR BAY
-119.81,36.77,43,2341,395,890,375,3.4265,85000,INLAND
-122.22,37.78,50,1920,530,1525,477,1.4886,128800,NEAR BAY
-119.79,36.7,23,1731,363,1210,341,1.3922,49500,INLAND
-121.97,37.79,16,3873,484,1451,501,6.7857,341300,<1H OCEAN
-122.25,37.77,52,1038,220,482,215,3.1771,210200,NEAR BAY
-122.03,37.97,45,1613,338,865,336,3.25,151100,NEAR BAY
